随机音乐,#genre#
现场一曲《最美的情缘》DJ版,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=mmR8QN&tk=0i4uhybjIhVm
DJ舞曲《闯天涯》,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=RsQUh7&tk=0i4uhybjIhVm
女孩街头演唱DJ《放不下想又怕》,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=55FkvY&tk=0i4uhybjIhVm
DJ舞曲《拼命的喝酒拼命的抽烟》,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=keSqMg&tk=0i4uhybjIhVm
「精选DJ洗脑神曲」节奏欢快，动感魔性,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=FcpVRI&tk=0i4uhybjIhVm
最火的5首DJ舞曲,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=5fjjz3&tk=0i4uhybjIhVm
情难断,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=IpIsOO&tk=0i4uhybjIhVm
《经典老歌》DJ舞曲串烧，70、80、90后,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=6vNRiA&tk=0i4uhybjIhVm
《感动天感动地》无损超嗨版,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=9ypl0K&tk=0i4uhybjIhVm
《潇洒的走DJ》动感节奏,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=nBXkC2&tk=0i4uhybjIhVm
《经典老歌》伤感女声篇,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=9XlklS&tk=0i4uhybjIhVm
《听风的歌》DJ舞曲重低音夜店歌曲,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=3QusMy&tk=0i4uhybjIhVm
2018精选十首《动感DJ舞曲》串烧大碟,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=lM4MHL&tk=0i4uhybjIhVm
DJ舞曲,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=GOfvVL&tk=0i4uhybjIhVm
2020国外热门动感DJ版,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=sesxsp&tk=0i4uhybjIhVm
2019火爆DJ串烧第一期,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=o4RB90&tk=0i4uhybjIhVm
车载DJ推荐《将军在上》《馋丫头》,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=fIjK97&tk=0i4uhybjIhVm
车载音乐DJ歌曲劲歌热舞提神醒目,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=0nWDRq&tk=0i4uhybjIhVm
DJ歌曲《怎么爱都爱不够》,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=hHL8BK&tk=0i4uhybjIhVm
《鸳鸯DJ》劲爆DJ,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ve7Sid&tk=0i4uhybjIhVm
MV_Stellar_高清,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=PMRzmI&tk=0i4uhybjIhVm
月老掉线超清版,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=AlmEft&tk=0i4uhybjIhVm
DJ舞曲,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ZaueQs&tk=0i4uhybjIhVm
DJ舞曲,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=WEQrsq&tk=0i4uhybjIhVm
DJ舞曲,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=OeQG4s&tk=0i4uhybjIhVm
7 DJ舞曲,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=uKEXkY&tk=0i4uhybjIhVm
DJ  无情书,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=OvLN8H&tk=0i4uhybjIhVm
DJ版《秒针》,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Xb8hTI&tk=0i4uhybjIhVm





直播中国,#genre#
直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
直播中国精编直播,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8
八里沟风景区桃花湾瀑布,https://gcalic.v.myalicdn.com/gc/blg05_1/index.m3u8
八里沟风景区天界山玻璃栈道,https://gcalic.v.myalicdn.com/gc/blg03_1/index.m3u8
普陀山,https://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8
丽江古城大水车,https://gcalic.v.myalicdn.com/gc/ljgcdsc_1/index.m3u8
丽江古城万古楼遥望玉龙雪山,https://gcalic.v.myalicdn.com/gc/ljgcwglytylxs_1/index.m3u8
狮子山鸟瞰丽江古城,https://gcalic.v.myalicdn.com/gc/ljgcszsnkgc_1/index.m3u8
乌镇西市河,https://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8
黄花城水长城01,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8
黄花城水长城02,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8
黄花城水长城03,https://gcalic.v.myalicdn.com/gc/wgw03_1/index.m3u8
月牙泉,https://gcalic.v.myalicdn.com/gc/dhyyqsm_1/index.m3u8
黄龙,https://gcalic.v.myalicdn.com/gc/hlzycc_1/index.m3u8
泰山主峰,https://gcalic.v.myalicdn.com/gc/taishan01_1/index.m3u8
泰山十八盘,https://gcalic.v.myalicdn.com/gc/taishan05_1/index.m3u8
泰山南天门,https://gcalic.v.myalicdn.com/gc/hkts07_1/index.m3u8
泰山白云亭悬崖,https://gcalic.v.myalicdn.com/gc/hkts02_1/index.m3u8
泰山太平岭,https://gcalic.v.myalicdn.com/gc/hkts09_1/index.m3u8
泰山碧霞祠,https://gcalic.v.myalicdn.com/gc/hkts03_1/index.m3u8
黄山始信新道,https://gcalic.v.myalicdn.com/gc/hsyg_1/index.m3u8
黄山,https://gcalic.v.myalicdn.com/gc/ahhs01_1/index.m3u8
中央电视塔东,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8
中央电视塔南,https://gcalic.v.myalicdn.com/gc/ztn_1/index.m3u8
天涯石,https://gcalic.v.myalicdn.com/gc/tyhjtys_1/index.m3u8
青岛崂山双福,https://gcalic.v.myalicdn.com/gc/qdls03_1/index.m3u8
青岛崂山八水河,https://gcalic.v.myalicdn.com/gc/qdls02_1/index.m3u8
张掖七彩丹霞,https://gcalic.v.myalicdn.com/gc/zyqcdx01_1/index.m3u8
都江堰鱼嘴,https://gcalic.v.myalicdn.com/gc/djyqyl1_1/index.m3u8
乐山大佛全景,https://gcalic.v.myalicdn.com/gc/lsdfgfl_1/index.m3u8
湖南张家界水绕四门,https://gcalic.v.myalicdn.com/gc/zjjsrsm_1/index.m3u8
湖南张家界将军列队,https://gcalic.v.myalicdn.com/gc/zjjjjdl_1/index.m3u8
湖南张家界迷魂台,https://gcalic.v.myalicdn.com/gc/zjjmht_1/index.m3u8
湖南张家界宝峰湖,https://gcalic.v.myalicdn.com/gc/zjjbfh_1/index.m3u8
湖南张家界御笔峰,https://gcalic.v.myalicdn.com/gc/zjjybf_1/index.m3u8
湖南张家界天门山西线玻璃栈道,https://gcalic.v.myalicdn.com/gc/tms05_1/index.m3u8
四川峨眉山云海日出,https://gcalic.v.myalicdn.com/gc/emsarm_1/index.m3u8
四川峨眉山远眺贡嘎雪山,https://gcalic.v.myalicdn.com/gc/emsyh_1/index.m3u8
四川峨眉山普贤菩萨铜像,https://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8
四川峨眉山远眺万佛顶,https://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8
四川四姑娘山隆珠措,https://gcalic.v.myalicdn.com/gc/sgns02_1/index.m3u8
浙江舟山东极岛,https://gcalic.v.myalicdn.com/gc/djd01_1/index.m3u8
安徽池州九华山风景区九华山,https://gcalic.v.myalicdn.com/gc/jhs05_1/index.m3u8
安徽池州九华山风景区花台,https://gcalic.v.myalicdn.com/gc/jhs01_1/index.m3u8
安徽黟县西递牌坊,https://gcalic.v.myalicdn.com/gc/yxxdpf_1/index.m3u8
安徽黟县芦村远眺,https://gcalic.v.myalicdn.com/gc/yxlcyt_1/index.m3u8
新疆天山(定海神针),https://gcalic.v.myalicdn.com/gc/xjtcdhsz_1/index.m3u8
新疆天山(马牙山),https://gcalic.v.myalicdn.com/gc/xjtcmys_1/index.m3u8
新疆天山(灯杆山),https://gcalic.v.myalicdn.com/gc/xjtcdgs_1/index.m3u8
厦门鼓浪屿,https://gcalic.v.myalicdn.com/gc/gly01_1/index.m3u8
广西玉林大容山莲花山顶,https://gcalic.v.myalicdn.com/gc/drs01_1/index.m3u8
广西桂林漓江景区,https://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8
南京玄武湖公园,https://gcalic.v.myalicdn.com/gc/xwh01_1/index.m3u8
福建漳州醉美沙滩翡翠湾,https://gcalic.v.myalicdn.com/gc/fcw03_1/index.m3u8
丽江古城大研花巷观景,https://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8
雪乡梦幻家园,https://gcalic.v.myalicdn.com/gc/mdjxxmhjyxj_1/index.m3u8
雪乡大石碑,https://gcalic.v.myalicdn.com/gc/mdjxxdsb_1/index.m3u8
乌镇蓝印花布,https://gcalic.v.myalicdn.com/gc/zjwzlyhb_1/index.m3u8
乌镇龙形田,https://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8
乌镇全景,https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8
凤凰古城南华山,https://gcalic.v.myalicdn.com/gc/fhgcdnhs_1/index.m3u8
凤凰古城东关门,https://gcalic.v.myalicdn.com/gc/fhgcdgm_1/index.m3u8
鸣沙山,https://gcalic.v.myalicdn.com/gc/dhyyqst_1/index.m3u8
五彩池,https://gcalic.v.myalicdn.com/gc/hlwcc_1/index.m3u8
泰山大观峰,https://gcalic.v.myalicdn.com/gc/taishan03_1/index.m3u8
泰山玉皇顶,https://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8
黄山排云亭,https://gcalic.v.myalicdn.com/gc/hspyt_1/index.m3u8
黄山飞来石,https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8
恒山悬空寺全景,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8
黄果树六角亭瀑布,https://gcalic.v.myalicdn.com/gc/hgsspzxdpb_1/index.m3u8
江苏徐州云龙湖风景区云龙山观景台西,https://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8
江苏南京牛首山,https://gcalic.v.myalicdn.com/gc/nss01_1/index.m3u8
云南丽江蓝月谷,https://gcalic.v.myalicdn.com/gc/ylxs12_1/index.m3u8
云南丽江玉龙雪山草甸,https://gcalic.v.myalicdn.com/gc/hkylxs06_1/index.m3u8
云南丽江冰川,https://gcalic.v.myalicdn.com/gc/hkylxs05_1/index.m3u8
云南丽江印象实景,https://gcalic.v.myalicdn.com/gc/hkylxs01_1/index.m3u8
云南大理崇圣寺三塔中景,https://gcalic.v.myalicdn.com/gc/dlst03_1/index.m3u8
云南大理崇圣寺三塔远景,https://gcalic.v.myalicdn.com/gc/dlst01_1/index.m3u8
陕西洋县国宝朱鹮03,https://gcalic.v.myalicdn.com/gc/zh03_1/index.m3u8
贵州省兴义市万峰林,https://gcalic.v.myalicdn.com/gc/xywfl_1/index.m3u8
